numero_dpe,date_etablissement_dpe,methode_application_dpe,etiquette_dpe,type_batiment,periode_construction,zone_climatique,code_insee_ban,typologie_logement,nombre_niveau_immeuble,nombre_niveau_logement,nombre_appartement,type_energie_principale_chauffage,type_energie_principale_ecs,type_ventilation,conso_5_usages_par_m2_ep,emission_ges_5_usages_par_m2,cout_chauffage,cout_ecs,cout_total_5_usages,surface_habitable_logement,surface_habitable_immeuble
2284E2316614V,2022-09-28,dpe maison individuelle,E,maison,avant 1948,H2d,84004,,,1,,Électricité,Électricité,Ventilation par entrées d'air hautes et basses,296.3,11.8,1203,268,1546,59.2,
2217E2648534K,2022-11-09,dpe maison individuelle,E,maison,avant 1948,H2b,17369,,,3,,Électricité,Électricité,VMC SF Auto réglable de 2001 à 2012,305.4,11,1660.3,377.5,2162.2,95,
2256E2794936T,2022-11-23,dpe maison individuelle,C,maison,1948-1974,H2a,56213,,,1,,Électricité,Électricité,VMC SF Hygro B après 2012,152.7,5.8,542,354,941,67,
2211E2024748K,2022-09-06,dpe appartement généré à partir des données DPE immeuble,A,appartement,après 2021,H3,11379,T2,3,1,12,Électricité,Électricité,VMC SF Auto réglable après 2012,57.7,2.2,333.7,100.6,515.5,85.3,950.7
2294E2563049M,2022-10-30,dpe appartement individuel,D,appartement,1948-1974,H1a,94022,,,1,1,Gaz naturel,Gaz naturel,Ventilation hybride après 2012,200.4,43,485.7,289.6,849.8,66,11326
2265E1719355P,2022-07-27,dpe appartement individuel,F,appartement,avant 1948,H2c,65138,,,1,,Électricité,Électricité,Ventilation par ouverture des fenêtres,355.9,13.9,891,391,1296,40.8,
2293E2613510G,2022-11-04,dpe appartement individuel,C,appartement,1983-1988,H1a,93055,,6,6,,Gaz naturel,Gaz naturel,VMC SF Gaz après 2012,92.2,18.3,467,191,826,83,
2234E1971128Z,2022-09-01,dpe maison individuelle,C,maison,1948-1974,H3,34003,,,2,,Gaz naturel,Gaz naturel,VMC SF Hygro B après 2012,60,11,217.2,139.5,470.1,65.8,
2292E3083428Z,2022-12-19,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1a,92032,,5,1,24,Gaz naturel,Électricité,VMC SF Hygro A après 2012,145.8,21,376.3,363.2,836,67,1224
2269E2103633R,2022-09-14,dpe appartement individuel,D,appartement,avant 1948,H1c,69387,,,10,1,Réseau de Chauffage urbain,Électricité,Ventilation par ouverture des fenêtres,211,18,246.9,307.9,594.2,27.3,1706
2230E1556120Z,2022-07-07,dpe maison individuelle,B,maison,1948-1974,H3,30155,,,2,,Électricité,Électricité,Ventilation par ouverture des fenêtres,87.9,3.2,646,399,1179,160.4,
2242E2903541I,2022-12-02,dpe appartement généré à partir des données DPE immeuble,C,appartement,2006-2012,H1c,42218,,5,1,26,Bois – Granulés (pellets) ou briquettes,Bois – Granulés (pellets) ou briquettes,VMC SF Hygro B de 2001 à 2012,116.3,3,284.5,242.2,686.6,89.4,2073
2250E2824442J,2022-11-25,dpe maison individuelle,D,maison,2006-2012,H2a,50502,,,2,,Électricité,Électricité,VMC SF Hygro B de 2001 à 2012,192.2,7.5,925,349,1373,80.3,
2256E2805922H,2022-11-24,dpe appartement individuel,C,appartement,2013-2021,H2a,84003,,6,6,,Gaz naturel,Gaz naturel,VMC SF Hygro B après 2012,96.7,18.8,256,172,544,47.6,
2283E2189009X,2022-09-23,dpe appartement individuel,C,appartement,1948-1974,H3,83090,,,1,1,Gaz naturel,Gaz naturel,VMC SF Hygro B après 2012,72,11,268,157.7,592.9,64.8,
2251E1731014M,2022-07-28,dpe appartement individuel,D,appartement,1948-1974,H1b,51454,,3,3,,Gaz naturel,Gaz naturel,Ventilation naturelle par conduit,197.6,43,1041,153,1308,78.4,
2206E1980027E,2022-09-02,dpe appartement individuel,F,appartement,1948-1974,H3,06088,,,1,1,Fioul domestique,Fioul domestique,Ventilation naturelle par conduit,249.4,78,529.5,667.9,1251.6,54.3,1663
2238E1637559O,2022-07-19,dpe maison individuelle,C,maison,2013-2021,H1c,38235,,,2,,Électricité,Électricité,VMC DF individuelle avec échangeur à partir de 2013,113.6,4,746.6,464.2,1337.4,135.9,
2256E3074876R,2022-12-17,dpe appartement individuel,D,appartement,1948-1974,H2a,56083,,,1,1,Gaz naturel,Gaz naturel,Ventilation naturelle par conduit,192.5,42,930.7,177.8,1207.2,73.2,
2264E2873734T,2022-11-24,dpe appartement individuel,E,appartement,1948-1974,H2c,64122,,,1,87,Gaz naturel,Gaz naturel,Ventilation par ouverture des fenêtres,332.1,71.8,312,96,466,21,6300
2238E2348855C,2022-10-10,dpe appartement individuel,D,appartement,1948-1974,H1c,38185,,,1,1,Gaz naturel,Gaz naturel,Ventilation par entrées d'air hautes et basses,182.9,33,1226.4,185,1562,95.9,
2256E2385144N,2022-10-13,dpe appartement individuel,D,appartement,1948-1974,H2a,56260,,1,1,1,Gaz naturel,Gaz naturel,VMC Basse pression Hygro A,196.7,40,757,180,1122,61.1,61.1
2242E1955940D,2022-08-31,dpe appartement généré à partir des données DPE immeuble,D,appartement,1975-1977,H1c,42123,,4,1,48,Gaz naturel,Gaz naturel,VMC SF Auto réglable de 1982 à 2000,163.6,33,760.1,153.1,1083.8,57,3387
2262E1569814X,2022-07-02,dpe maison individuelle,F,maison,avant 1948,H1a,62735,,2,2,1,Gaz naturel,Gaz naturel,VMC SF Hygro A avant 2001,349.4,74,1683,146,2094,75,
2269E1769796U,2022-08-01,dpe appartement individuel,D,appartement,1989-2000,H1c,69383,,,1,,Électricité,Électricité,VMC SF Hygro A avant 2001,246.5,9.1,200,266,496,19,
2272E2700104Z,2022-11-15,dpe maison individuelle,D,maison,1975-1977,H2b,72008,,,1,,Électricité,Électricité,VMC SF Hygro B après 2012,249.7,9,1186.3,290.6,1521.2,69,
2293E1516740U,2022-07-04,dpe appartement individuel,D,appartement,2001-2005,H1a,93005,,,1,1,Électricité,Électricité,VMC SF Hygro A de 2001 à 2012,186,7,861.6,372.4,1339.2,80.8,
2207E3160643N,2022-12-27,dpe appartement individuel,E,appartement,1948-1974,H2d,07331,,,1,1,Gaz naturel,Gaz naturel,Ventilation par ouverture des fenêtres,240.2,53,1185.5,158.3,1432.9,73.4,
2201E2643730A,2022-11-08,dpe appartement individuel,D,appartement,1989-2000,H1c,01249,,,1,1,Électricité,Électricité,Ventilation hybride avec entrées d'air hygro avant  2001,252.4,9,563.7,301.4,888.7,37.8,240
2259E1588928Y,2022-07-12,dpe appartement individuel,C,appartement,après 2021,H1a,59350,,,1,1,Gaz naturel,Gaz naturel,VMC SF Auto réglable après 2012,131.7,26,397,225.4,746.9,51.8,
2275E1746214A,2022-07-29,dpe appartement individuel,E,appartement,1948-1974,H1a,75117,,,1,1,Fioul domestique,Électricité,Ventilation naturelle par conduit,300.9,62,374.3,334.9,750.7,27.9,20445
2234E1817319G,2022-08-09,dpe maison individuelle,E,maison,1948-1974,H3,34184,,,1,,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,258,9,1219,309.1,1650.4,84,
2255E1747801H,2022-07-30,dpe maison individuelle,B,maison,avant 1948,H1b,55117,,,3,,Électricité,Électricité,Ventilation par ouverture des fenêtres,102.5,9,1192.6,167.6,1473.3,177.2,
2231E2417432K,2022-10-17,dpe appartement individuel,C,appartement,1948-1974,H2c,31033,,2,2,,Gaz naturel,Gaz naturel,VMC SF Hygro B de 2001 à 2012,105.3,20.5,420,200,803,68,
2269E2541952C,2022-10-27,dpe appartement individuel,C,appartement,avant 1948,H1c,69142,,,1,1,Électricité,Électricité,VMC SF Auto réglable après 2012,224,8,160.5,263,444.2,17.4,392.2
2279E1555083Z,2022-07-07,dpe appartement individuel,E,appartement,1948-1974,H2b,79329,,,1,1,Fioul domestique,Fioul domestique,Ventilation par ouverture des fenêtres,222,68,505.3,435,1000.7,48.6,940
2293E2992481B,2022-12-10,dpe appartement individuel,C,appartement,2006-2012,H1a,93005,,,1,,Électricité,Électricité,VMC SF Hygro B de 2001 à 2012,145.8,5.2,130,361,540,35.9,
2233E1553912E,2022-07-07,dpe appartement individuel,D,appartement,2006-2012,H2c,33003,,,2,1,Gaz naturel,Gaz naturel,VMC SF Hygro B de 2001 à 2012,175.3,35,471,157.8,754.7,39.5,
2262E3009394J,2022-12-12,dpe appartement généré à partir des données DPE immeuble,D,appartement,1978-1982,H1a,62160,,5,1,125,Gaz naturel,Gaz naturel,Ventilation naturelle par conduit avec entrées d'air hygro,152.4,33,1029.2,192.7,1348.1,105,10737
2247E2683232C,2022-11-14,dpe appartement généré à partir des données DPE immeuble,F,appartement,1948-1974,H2c,47323,,4,1,24,Gaz naturel,Électricité,VMC SF Hygro A avant 2001,346.3,49,691.7,625,1417.6,56,1476
2213E2972544E,2022-12-08,dpe appartement individuel,C,appartement,1975-1977,H3,13056,,10,10,159,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC SF Hygro B après 2012,79.8,11.1,81,154,328,45,10896
2231E2560130U,2022-10-29,dpe maison individuelle,D,maison,1989-2000,H2c,31395,,,1,,Électricité,Électricité,VMC SF Hygro A avant 2001,189,7,914.2,346.8,1362,81,
2253E1538566S,2022-07-06,dpe maison individuelle,D,maison,avant 1948,H2b,53064,,,1,,Fioul domestique,Électricité,VMC SF Auto réglable après 2012,173.9,39,911.9,407.2,1450.4,87.3,
2249E2950278E,2022-12-07,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H2b,49007,,4,1,44,Réseau de Chauffage urbain,Réseau de Chauffage urbain,Ventilation mécanique sur conduit existant avant 2013,195,3,932.1,213,1338.9,85,3441
2257E2376169J,2022-10-12,dpe appartement individuel,G,appartement,avant 1948,H1b,57390,,,1,,Électricité,Électricité,Ventilation naturelle par conduit,431.7,17.3,1239,273,1524,40,
2293E1881660E,2022-08-22,dpe appartement individuel,D,appartement,1948-1974,H1a,93001,,,1,1,Réseau de Chauffage urbain,Réseau de Chauffage urbain,Ventilation mécanique sur conduit existant avant 2013,233.8,17,241.1,294.5,630.3,33.5,10803
2293E3233451D,2022-10-27,dpe appartement généré à partir des données DPE immeuble,G,appartement,avant 1948,H1a,93048,T3,3,1,9,Électricité,Électricité,Ventilation naturelle par conduit,449,17.6,792.4,333.8,1135.2,28,495
2275E1836498M,2022-08-11,dpe appartement individuel,E,appartement,1948-1974,H1a,75114,,,1,1,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC SF Auto réglable avant 1982,300.2,43,359.2,281.6,756.3,30.1,1772
2202E2268265C,2022-10-01,dpe maison individuelle,E,maison,avant 1948,H1a,02798,,,3,,Fioul domestique,Fioul domestique,Ventilation par ouverture des fenêtres,223.3,66,4488.9,429.2,5126.9,248,
2261E2914198Y,2022-12-04,dpe maison individuelle,D,maison,1989-2000,H1a,61116,,,2,,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,183.7,6,1403.4,412.5,1953.3,137,
2233E2020574S,2022-08-30,dpe appartement individuel,E,appartement,1948-1974,H2c,33281,,,10,50,Gaz naturel,Gaz naturel,VMC SF Auto réglable après 2012,285.8,61.8,490,328,934,48.6,2450
2234E2674740Z,2022-11-11,dpe appartement individuel,B,appartement,2006-2012,H3,34172,,,1,1,Électricité,Électricité,VMC SF Hygro B après 2012,71.5,2,222.2,111.2,391.7,46.5,3966
2269E3135271B,2022-12-23,dpe appartement individuel,C,appartement,2006-2012,H1c,69034,,,4,1,Électricité,Électricité,VMC SF Hygro B de 2001 à 2012,186.8,7,473.8,100.6,627.9,29.3,38.4
2292E3227447E,2022-10-26,dpe appartement généré à partir des données DPE immeuble,B,appartement,2006-2012,H1a,92012,,8,1,67,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC SF Hygro B de 2001 à 2012,88.2,8.8,400.8,272.7,908.9,117.8,4364
2274E3218959A,2022-07-08,dpe appartement généré à partir des données DPE immeuble,B,appartement,1948-1974,H1c,74123,T1,6,1,36,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC SF Hygro A après 2012,79.7,3.1,255.2,150,544.2,76,2647
2275E2124284E,2022-09-16,dpe appartement individuel,E,appartement,avant 1948,H1a,75120,,,1,1,Gaz naturel,Gaz naturel,VMC SF Hygro B avant  2001,284.4,59,740.2,137.1,1015,38,
2218E2275776P,2022-10-03,dpe maison individuelle,C,maison,avant 1948,H2b,18076,,,2,,Bois – Bûches,Électricité,VMC SF Auto réglable de 1982 à 2000,171.7,6,1307.1,343.5,1792.7,144.9,
2267E1824839T,2022-08-10,dpe appartement individuel,E,appartement,avant 1948,H1b,67482,,,1,1,Gaz naturel,Électricité,Ventilation par ouverture des fenêtres,252.1,47,1147.8,420.8,1664.7,87,460
2276E2549476T,2022-10-28,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H1a,76540,,9,1,89,Réseau de Chauffage urbain,Gaz naturel,Ventilation hybride de 2001 à 2012,206.3,45,768.7,197.3,1016.6,58,5730
2237E2585765Z,2022-11-02,dpe maison individuelle,D,maison,avant 1948,H2b,37170,,,1,,Bois – Bûches,Électricité,VMC SF Auto réglable après 2012,185.3,6.3,844,394,1328,111,
2201E1858588G,2022-08-17,dpe maison individuelle,B,maison,2013-2021,H1c,01004,,,2,,Électricité,Électricité,VMC SF Hygro B après 2012,76.3,2.9,376,127,585,76,
2250E1600691A,2022-07-11,dpe maison individuelle,D,maison,1983-1988,H2a,50539,,2,2,1,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,231.4,9,1296,344,1762,87,
2271E1662319D,2022-07-21,dpe appartement individuel,D,appartement,1948-1974,H1c,71076,,,1,1,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,200.3,7,371.5,244.6,684.6,33.8,200
2269E2489312M,2022-10-24,dpe appartement individuel,D,appartement,avant 1948,H1c,69266,,,1,1,Électricité,Électricité,VMC SF Hygro A après 2012,235.1,9,811.1,304,1156.2,54.6,
2213E3103998C,2022-12-20,dpe appartement individuel,E,appartement,avant 1948,H3,13004,,,1,1,Électricité,Électricité,Ventilation par ouverture des fenêtres,263.5,10,742.7,239.1,995.5,41.3,
2233E3207318S,2022-10-10,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H2c,33039,T1,10,1,60,GPL,Gaz naturel,VMC Basse pression Hygro B,105.7,22.3,268.5,533.2,961.8,73,2980
2277E2454312Q,2022-10-13,dpe appartement généré à partir des données DPE immeuble,B,appartement,1989-2000,H1a,77468,T4,5,1,24,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC SF Hygro A après 2012,106.9,4.6,251.8,169.1,527.4,56.5,1762
2245E1600232E,2022-07-13,dpe appartement individuel,B,appartement,1983-1988,H1b,45247,,,1,1,Électricité,Électricité,VMC SF Auto réglable après 2012,70.8,2,403,61.1,585.4,81.9,
2238E1701401A,2022-07-26,dpe appartement individuel,D,appartement,avant 1948,H1c,38182,,,1,1,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,243.5,9,622,304.9,992.8,44.6,
2229E1988697N,2022-09-02,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H2a,29151,,5,1,20,Gaz naturel,Gaz naturel,VMC SF Auto réglable avant 1982,215.3,44,1067.9,170.8,1456.2,58.3,1199.8
2260E2160696B,2022-08-09,dpe maison individuelle,C,maison,1948-1974,H1a,60430,,2,2,1,GPL,GPL,VMC SF Hygro B après 2012,111.8,27,671,218,1016,63,
2208E2507897Y,2022-10-13,dpe maison individuelle,G,maison,1948-1974,H1b,08403,,,2,,Gaz naturel,Électricité,Ventilation par ouverture des fenêtres,474,99.1,3770,444,4335,126.5,
2292E2918118X,2022-12-05,dpe appartement individuel,G,appartement,avant 1948,H1a,92025,,,1,1,Électricité,Électricité,Ventilation naturelle par conduit,442.4,17,1528.1,265.9,1808.6,46.8,
2293E3175339B,2022-12-28,dpe appartement généré à partir des données DPE immeuble,E,appartement,1948-1974,H1a,93010,T1,13,1,270,Gaz naturel,Gaz naturel,Ventilation naturelle par conduit,231.9,50,687.3,172.3,920.1,57,14144
2258E1881849C,2022-08-22,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1b,58117,,4,1,32,Gaz naturel,Gaz naturel,VMC SF Hygro B après 2012,131.9,27,303.6,174.2,547.3,36,1760
2238E2122746P,2022-09-16,dpe appartement individuel,C,appartement,1948-1974,H1c,38169,,4,4,,Gaz naturel,Gaz naturel,VMC SF Hygro A de 2001 à 2012,114.1,22.1,445,207,851,68,
2291E2027399L,2022-09-07,dpe maison individuelle,E,maison,1948-1974,H1a,91421,,1,1,1,Gaz naturel,Gaz naturel,Ventilation naturelle par conduit,273.7,60,1450,126,1683,77.9,
2285E3122007N,2022-12-22,dpe maison individuelle,D,maison,1989-2000,H2b,85194,,,1,,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,203.2,7,1097.2,378.5,1599.7,89.5,
2254E2925417E,2022-12-05,dpe maison individuelle,G,maison,1948-1974,H1b,54184,,,2,,Gaz naturel,Gaz naturel,Ventilation par ouverture des fenêtres,433.1,95,2773.8,425,3402.8,108,
2277E2339386K,2022-10-10,dpe appartement individuel,G,appartement,avant 1948,H1a,77288,,,1,1,Gaz naturel,Électricité,Ventilation par ouverture des fenêtres,429.9,79,788.7,351.2,1195,36.2,436
2269E2289630K,2022-10-04,dpe appartement généré à partir des données DPE immeuble,D,appartement,avant 1948,H1c,69381,,6,1,18,Électricité,Électricité,VMC SF Auto réglable de 2001 à 2012,195.5,7,768.1,290.3,1146.4,65,1028
2244E3044657Y,2022-12-02,dpe maison individuelle,E,maison,1948-1974,H2b,44188,,1,1,1,Gaz naturel,Gaz naturel,VMC SF Auto réglable avant 1982,286.1,60,1306,144,1713,71.3,
2274E2733798Z,2022-11-17,dpe appartement individuel,G,appartement,1948-1974,H1c,74133,,,1,1,Fioul domestique,Fioul domestique,Ventilation naturelle par conduit,554.6,175,3619.7,630.3,4377.9,86.1,2167
2249E1797639X,2022-08-05,dpe maison individuelle,E,maison,1948-1974,H2b,49021,,,1,,Gaz naturel,Gaz naturel,VMC SF Auto réglable après 2012,290.9,60,1188,147.4,1595.1,64,
2294E2122126X,2022-09-16,dpe appartement individuel,C,appartement,avant 1948,H1a,94076,,,1,1,Électricité,Électricité,Ventilation par ouverture des fenêtres,206.5,7,319,220.7,549.2,25.9,
2227E2690821F,2022-11-14,dpe maison individuelle,G,maison,1948-1974,H1a,27500,,,1,,Fioul domestique,Électricité,Ventilation par ouverture des fenêtres,505.8,148,3973,417.8,4494.4,95.8,
2251E1770032E,2022-08-02,dpe maison individuelle,D,maison,1983-1988,H1b,51525,,,2,,Gaz naturel,Gaz naturel,VMC SF Gaz après 2012,173.2,36,1100.7,166.1,1462.9,99,
2274E1852957M,2022-08-16,dpe appartement individuel,E,appartement,1948-1974,H1c,74236,,,6,1,Gaz naturel,Gaz naturel,Ventilation mécanique sur conduit existant avant 2013,286.5,56,303.9,87.8,498.4,26,2000
2256E2635598J,2022-11-08,dpe maison individuelle,D,maison,avant 1948,H2a,56030,,,2,,Électricité,Électricité,VMC SF Auto réglable après 2012,201,7,752.9,265.8,1090.9,59.9,
2291E2730975B,2022-11-17,dpe maison individuelle,C,maison,1975-1977,H1a,91330,,,1,,Électricité,Électricité,VMC SF Auto réglable avant 1982,172.4,6,616.2,300.2,1036.5,66,
2244E2529479K,2022-10-27,dpe appartement individuel,F,appartement,1948-1974,H2b,44055,,,2,1,Gaz naturel,Gaz naturel,Ventilation naturelle par conduit,364,49,2331.3,180.6,2572.4,83.6,
2262E2215771K,2022-09-27,dpe appartement individuel,E,appartement,1948-1974,H1a,62178,,,3,1,Gaz naturel,Gaz naturel,Ventilation mécanique sur conduit existant avant 2013,291.5,60,310.9,255.7,706.8,35,4000
2287E2090139J,2022-08-15,dpe maison individuelle,D,maison,avant 1948,H1c,87092,,,2,,Fioul domestique,Fioul domestique,Ventilation par ouverture des fenêtres,228.3,49.3,2676,686,3509,199.1,
2202E1890016B,2022-08-23,dpe maison individuelle,G,maison,1948-1974,H1a,02187,,,1,,Fioul domestique,Fioul domestique,Ventilation par entrées d'air hautes et basses,487.8,117.4,2227,299,2628,70,
2282E2433877W,2022-10-18,dpe appartement individuel,C,appartement,1948-1974,H2c,82112,,,1,,Électricité,Électricité,VMC SF Auto réglable de 2001 à 2012,295.7,11.1,188,202,411,12,
2273E3164432U,2022-12-27,dpe appartement individuel,D,appartement,1978-1982,H1c,73008,,,1,1,Électricité,Électricité,VMC SF Auto réglable avant 1982,231.4,8,313.6,248.7,611.5,26.5,
2273E2209896W,2022-09-26,dpe appartement généré à partir des données DPE immeuble,D,appartement,1989-2000,H1c,73261,,5,1,24,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,205.8,8,1452.8,545.3,2168.5,69,1547
2237E3150859J,2022-12-26,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H2b,37122,,5,1,27,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC SF Hygro B de 2001 à 2012,217.1,31,831.2,403,1356.6,77.7,1937.6
2269E2193264A,2022-09-23,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H1c,69384,,10,1,55,Gaz naturel,Électricité,VMC SF Auto réglable avant 1982,203.2,33,813.3,410.6,1435.8,64,3687
2260E2506005E,2022-10-25,dpe appartement individuel,C,appartement,2013-2021,H1a,60057,,,1,1,Gaz naturel,Gaz naturel,VMC SF Hygro B après 2012,95.7,19,407.5,205.2,753.6,70.8,
2291E2301580W,2022-10-05,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H1a,91687,T3,5,1,49,Réseau de Chauffage urbain,Gaz naturel,VMC SF Auto réglable avant 1982,210.4,43.7,384,258.5,763.5,38,2272
2279E2790859V,2022-11-23,dpe appartement individuel,C,appartement,avant 1948,H2b,79191,,,1,1,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,165.1,6,208.4,292.3,555.5,32.9,
2230E1655337A,2022-07-20,dpe appartement généré à partir des données DPE immeuble,B,appartement,1948-1974,H3,30189,,5,1,40,Électricité,Gaz naturel,Ventilation naturelle par conduit,79.5,7,379.8,137.2,543.9,49,2200
2276E1754220Z,2022-08-01,dpe appartement individuel,C,appartement,après 2021,H1a,76647,,,1,1,Électricité,Électricité,VMC SF Hygro A après 2012,168,6,383.5,306.8,726.6,45.1,
2264E1590918R,2022-07-12,dpe appartement individuel,E,appartement,2001-2005,H2c,64189,,,1,1,Électricité,Électricité,VMC SF Auto réglable de 2001 à 2012,334.3,12,197,434.5,686.2,23.5,3683
2294E2449102X,2022-10-19,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1a,94046,,15,1,88,Réseau de Chauffage urbain,Gaz naturel,Ventilation hybride avec entrées d'air hygro après 2012,163.7,10,352.8,271.6,676.2,43,4611
2295E3204292S,2022-09-13,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1a,95607,T3,4,1,24,Gaz naturel,Gaz naturel,VMC SF Hygro A après 2012,137.1,28.9,102.9,237.9,390.5,29,1333
2234E2641473M,2022-11-08,dpe appartement individuel,D,appartement,1978-1982,H3,34172,,,1,,Gaz naturel,Gaz naturel,VMC SF Auto réglable avant 1982,212.2,42.5,355,148,612,24.7,
2227E2938997L,2022-12-06,dpe appartement individuel,C,appartement,1989-2000,H1a,27229,,4,4,51,Gaz naturel,Gaz naturel,VMC SF Hygro A après 2012,156.7,30.7,62,113,254,20.6,1158
2288E1922714Z,2022-08-26,dpe immeuble collectif,D,immeuble,1975-1977,H1b,88486,,4,,18,Gaz naturel,Électricité,Ventilation naturelle par conduit,215.3,35,13598.6,6951.3,21363.3,,991
2205E1886663F,2022-08-22,dpe appartement individuel,E,appartement,1989-2000,H1c,05023,,,1,1,Fioul domestique,Fioul domestique,Ventilation naturelle par conduit,187.8,57,419,540.7,1025.8,59.1,3191
2279E2151621T,2022-09-20,dpe maison individuelle,C,maison,avant 1948,H2b,79101,,,2,,Électricité,Électricité,Ventilation par ouverture des fenêtres,152.3,6,1449.9,119.2,1663.1,124.4,
2218E1851092P,2022-08-16,dpe maison individuelle,D,maison,1983-1988,H2b,18033,,,2,,Électricité,Électricité,VMC SF Auto réglable après 2012,225.4,8.4,1143,365,1590,92.5,
2231E2516182M,2022-10-26,dpe appartement individuel,E,appartement,1948-1974,H2c,31555,,,1,1,Gaz naturel,Gaz naturel,Ventilation naturelle par conduit,235.2,51,886.3,159.8,1122.6,55.2,
2275E2042719B,2022-09-09,dpe appartement individuel,G,appartement,1948-1974,H1a,75112,,,1,1,Gaz naturel,Gaz naturel,Ventilation naturelle par conduit,441.5,97,796.8,263.1,1112.3,40,7507
2291E1649442Q,2022-07-19,dpe appartement généré à partir des données DPE immeuble,D,appartement,avant 1948,H1a,91286,T4,3,1,24,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC SF Hygro A de 2001 à 2012,147.7,30.3,471.7,219.2,861.9,67,1530
2259E2734077D,2022-11-17,dpe maison individuelle,E,maison,1948-1974,H1a,59160,,,1,,Gaz naturel,Gaz naturel,Ventilation par entrées d'air hautes et basses,281.6,51,2186.3,130.5,2426,107,
2278E3223646L,2022-11-16,dpe appartement généré à partir des données DPE immeuble,C,appartement,2006-2012,H1a,78335,,2,1,20,Gaz naturel,Gaz naturel,VMC Basse pression Hygro A,96.8,18.2,426.3,223.7,892.7,82.8,1932
2280E2154252Z,2022-09-20,dpe maison individuelle,F,maison,1948-1974,H1a,80798,,,1,,GPL,GPL,Ventilation par entrées d'air hautes et basses,343.7,90,2774.7,244.4,3151.6,63.9,
2213E2102121J,2022-09-14,dpe appartement généré à partir des données DPE immeuble,C,appartement,2013-2021,H3,13207,,5,1,12,Gaz naturel,Gaz naturel,VMC SF Auto réglable après 2012,60.7,11,246.3,201.3,602.4,82.9,959
2275E2397308C,2022-10-14,dpe appartement individuel,E,appartement,avant 1948,H1a,75118,,,1,1,Gaz naturel,Gaz naturel,Ventilation par ouverture des fenêtres,305.1,66,814.1,146.3,1037,38.3,
2267E2126097P,2022-09-16,dpe appartement individuel,C,appartement,1989-2000,H1b,67118,,,1,1,Électricité,Électricité,VMC SF Hygro A avant 2001,143.2,5,199.7,271.3,519.3,34.3,1086
2259E3055615Z,2022-12-15,dpe appartement généré à partir des données DPE immeuble,D,appartement,2006-2012,H1a,59014,,3,1,24,Gaz naturel,Gaz naturel,VMC SF Hygro B de 2001 à 2012,221.1,47,440.6,312.8,846.7,58,1280.2
2230E2012398D,2022-09-06,dpe appartement individuel,D,appartement,1975-1977,H3,30007,,,1,20,Gaz naturel,Gaz naturel,Ventilation naturelle par conduit,206.1,44.5,307,70,433,30.9,1650
2268E2292369S,2022-10-04,dpe maison individuelle,D,maison,avant 1948,H1b,68207,,,2,,Bois – Bûches,Fioul domestique,Ventilation par ouverture des fenêtres,235.4,44,1043.4,289.9,1434.5,90.1,
2275E1617540A,2022-07-15,dpe immeuble collectif,F,immeuble,avant 1948,H1a,75118,,5,,15,Électricité,Électricité,Ventilation naturelle par conduit,388.5,19,14420.1,4017.2,18607.2,,525.6
2293E2768142Q,2022-11-21,dpe maison individuelle,E,maison,avant 1948,H1a,93010,,,3,,Gaz naturel,Électricité,Ventilation par ouverture des fenêtres,314.3,63,2507.2,388.8,3033.3,127,
2274E1919115A,2022-08-26,dpe maison individuelle,C,maison,1978-1982,H1c,74040,,,2,,Électricité,Électricité,VMC SF Auto réglable après 2012,164.5,6,1067.3,342.5,1497.6,115,
2226E2266761E,2022-10-01,dpe appartement individuel,B,appartement,avant 1948,H2d,26198,,,2,1,Électricité,Électricité,VMC SF Auto réglable après 2012,111.6,3,52.4,291.9,375.4,27.4,
