numero_dpe,date_etablissement_dpe,methode_application_dpe,etiquette_dpe,type_batiment,periode_construction,zone_climatique,code_insee_ban,typologie_logement,nombre_niveau_immeuble,nombre_niveau_logement,nombre_appartement,type_energie_principale_chauffage,type_energie_principale_ecs,type_ventilation,conso_5_usages_par_m2_ep,emission_ges_5_usages_par_m2,cout_chauffage,cout_ecs,cout_total_5_usages,surface_habitable_logement,surface_habitable_immeuble
2201E2413686E,2022-10-14,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H1c,01194,,5,1,15,Gaz naturel,Électricité,VMC SF Auto réglable de 1982 à 2000,228.2,37.4,399.2,279.9,759.3,40,820
2259E1811384Y,2022-08-08,dpe appartement individuel,C,appartement,1983-1988,H1a,59009,,,1,1,Gaz naturel,Gaz naturel,VMC SF Hygro A avant 2001,133,26,546.5,189.2,947.8,68.6,
2275E2505391D,2022-10-25,dpe appartement individuel,D,appartement,avant 1948,H1a,75117,,,1,1,Gaz naturel,Gaz naturel,Ventilation par ouverture des fenêtres,210.8,46,1017.6,183.1,1301.3,73.6,
2203E2766471X,2022-11-21,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H1c,03095,,4,1,60,Gaz naturel,Gaz naturel,VMC SF Auto réglable de 2001 à 2012,168.9,34,537.4,177,872.2,50,3213
2235E2815624Q,2022-11-24,dpe maison individuelle,D,maison,avant 1948,H2a,35193,,,2,,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,242.5,9,2356.5,387.5,2887.7,164,
2259E2412018G,2022-10-17,dpe appartement individuel,E,appartement,avant 1948,H1a,59067,,,1,1,Gaz naturel,Gaz naturel,Ventilation par entrées d'air hautes et basses,289.6,63,1165.6,155.6,1424.5,60,
2260E2580903W,2022-11-02,dpe appartement individuel,D,appartement,2001-2005,H1a,60259,,,1,1,Gaz naturel,Gaz naturel,VMC SF Auto réglable de 2001 à 2012,159.7,31,475.4,185.5,824.6,48,
2267E2211533P,2022-09-26,dpe appartement individuel,C,appartement,1989-2000,H1b,67372,,,3,1,Gaz naturel,Gaz naturel,VMC SF Auto réglable de 1982 à 2000,148.3,29,649.8,189,1071.7,73.1,
2277E2699996A,2022-11-15,dpe appartement individuel,D,appartement,1978-1982,H1a,77186,,,1,1,Électricité,Électricité,VMC SF Auto réglable avant 1982,226.8,8,1108.3,261.6,1526.8,76,7168
2269E1730799X,2022-07-28,dpe appartement individuel,E,appartement,avant 1948,H1c,69384,,,1,1,Électricité,Électricité,Ventilation par ouverture des fenêtres,266.5,10,1355.6,317.4,1695.5,72.5,72.5
2294E2325905O,2022-10-07,dpe appartement individuel,E,appartement,avant 1948,H1a,94080,,,1,1,Gaz naturel,Gaz naturel,Ventilation par ouverture des fenêtres,316.5,69,1850.7,163.5,2162.2,89.3,
2229E2648828E,2022-11-09,dpe appartement individuel,E,appartement,1948-1974,H2a,29232,,,4,1,Gaz naturel,Gaz naturel,VMC SF Hygro A avant 2001,319.3,67,1289.2,157,1675.5,63,
2262E2872723U,2022-11-29,dpe appartement individuel,D,appartement,1978-1982,H1a,62826,,,1,,Électricité,Électricité,VMC SF Auto réglable avant 1982,236.9,8.8,263,291,601,25.4,
2234E1710042F,2022-07-26,dpe appartement individuel,D,appartement,avant 1948,H3,34301,,,2,1,Électricité,Électricité,Ventilation par ouverture des fenêtres,194.1,7,617.2,289.3,923.7,51.6,
2259E1518705B,2022-07-04,dpe appartement individuel,C,appartement,2013-2021,H1a,59350,,,1,1,Gaz naturel,Gaz naturel,VMC SF Hygro B après 2012,83.4,16,360.8,232.8,743.9,78.5,
2269E2194489D,2022-09-23,dpe appartement individuel,E,appartement,1948-1974,H1c,69386,,,1,1,Gaz naturel,Gaz naturel,Ventilation par entrées d'air hautes et basses,272.5,60,876.7,369.2,1317.7,75.4,2000
2206E2218962Z,2022-09-27,dpe appartement individuel,D,appartement,1978-1982,H3,06161,,,1,1,Électricité,Électricité,Ventilation par ouverture des fenêtres,238.6,9,347.6,243.1,599.8,25.1,
2251E2185897Z,2022-09-23,dpe maison individuelle,C,maison,2006-2012,H1b,51434,,,2,,Électricité,Électricité,VMC SF Hygro B de 2001 à 2012,175.9,6,1329,364.5,1801.7,117.2,
2267E2103137N,2022-09-14,dpe appartement individuel,C,appartement,avant 1948,H1b,67482,,,1,,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,152.2,5.7,361,346,791,55,
2293E3164490U,2022-12-27,dpe appartement individuel,E,appartement,1948-1974,H1a,93055,,7,7,56,Gaz naturel,Gaz naturel,Ventilation par entrées d'air hautes et basses,256.8,56.4,707,361,1154,59,3150
2238E2238055O,2022-09-29,dpe appartement individuel,G,appartement,1948-1974,H1c,38185,,,1,1,Gaz naturel,Gaz naturel,Ventilation par entrées d'air hautes et basses,557.7,122,1922.3,151.5,2248.6,52.7,
2256E1643723I,2022-07-19,dpe maison individuelle,D,maison,1983-1988,H2a,56184,,,2,,Électricité,Électricité,VMC SF Auto réglable de 2001 à 2012,189.4,7,1081.6,348.3,1559,104.7,
2267E3140639L,2022-12-23,dpe maison individuelle,G,maison,avant 1948,H1b,67482,,,1,,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,532.1,21,1106.3,207.3,1418.7,30.1,
2263E1642853D,2022-07-19,dpe maison individuelle,F,maison,avant 1948,H1c,63469,,,2,,Fioul domestique,Fioul domestique,Ventilation par ouverture des fenêtres,352.6,83,1662.3,365.7,2131.5,79,
2292E1950253I,2022-08-30,dpe appartement individuel,D,appartement,1978-1982,H1a,92023,,,4,1,Gaz naturel,Gaz naturel,Ventilation naturelle par conduit avec entrées d'air hygro,183.9,39,343.9,197.9,598.3,40.5,700
2238E1622595A,2022-07-16,dpe appartement individuel,C,appartement,1989-2000,H1c,38421,,,1,1,Gaz naturel,Gaz naturel,VMC SF Auto réglable de 1982 à 2000,131.8,25,251.9,193.7,584.5,37.3,
2283E2603920A,2022-11-04,dpe appartement généré à partir des données DPE immeuble,C,appartement,2013-2021,H3,83119,,4,1,67,Gaz naturel,Gaz naturel,VMC SF Hygro A après 2012,73.6,14,174,172.9,440.4,50.7,4322.5
2237E2674293X,2022-11-11,dpe appartement individuel,C,appartement,avant 1948,H2b,37072,,,1,1,Gaz naturel,Gaz naturel,VMC SF Hygro A après 2012,139.4,27,878.6,155.9,1240.5,92.5,
2256E2843689W,2022-11-28,dpe appartement individuel,D,appartement,1975-1977,H2a,56186,,,2,1,Gaz naturel,Gaz naturel,VMC SF Auto réglable avant 1982,165,32,676.1,176.4,1102.5,67.7,
2277E2542126C,2022-10-27,dpe maison individuelle,D,maison,avant 1948,H1a,77261,,,1,,Électricité,Électricité,Ventilation par ouverture des fenêtres,205.9,8,1003.6,291.2,1347.8,73.5,
2221E2055703J,2022-09-09,dpe appartement individuel,C,appartement,1948-1974,H1c,21515,,4,4,,Gaz naturel,Gaz naturel,VMC SF Auto réglable avant 1982,150.6,29.7,527,330,1118,75,
2269E2128606E,2022-09-13,dpe appartement individuel,C,appartement,avant 1948,H1c,69069,,,2,,Électricité,Électricité,VMC SF Hygro A après 2012,139.5,5.4,534,270,856,65.8,
2264E2286706T,2022-10-04,dpe maison individuelle,C,maison,avant 1948,H2c,64161,,,1,,Bois – Bûches,Électricité,Ventilation par ouverture des fenêtres,139.9,4,560.1,464.8,1087.7,161.3,
2275E2891368K,2022-12-01,dpe appartement individuel,D,appartement,avant 1948,H1a,75103,,,1,1,Électricité,Électricité,Ventilation naturelle par conduit,203.5,7,381.5,233.5,626,31,
2216E2946425S,2022-12-07,dpe maison individuelle,E,maison,avant 1948,H2b,16058,,,2,,Gaz naturel,Gaz naturel,VMC SF Auto réglable après 2012,247.7,51.5,1202,133,1615,75.7,
2203E2548114O,2022-10-28,dpe appartement individuel,C,appartement,avant 1948,H1c,03190,,,1,1,Électricité,Électricité,VMC SF Hygro A de 2001 à 2012,177.9,6,531.8,266.7,869.7,52.6,
2257E2761303F,2022-11-21,dpe appartement généré à partir des données DPE immeuble,F,appartement,1948-1974,H1b,57463,,18,1,113,Gaz naturel,Gaz naturel,VMC SF Auto réglable avant 1982,407.8,86,2327.3,399.8,3154.5,117,9752
2271E2897765H,2022-12-02,dpe maison individuelle,C,maison,1989-2000,H1c,71543,,,1,,Gaz naturel,Gaz naturel,VMC SF Auto réglable de 1982 à 2000,147.7,29,762.5,137.2,1162.2,81,
2271E2357621N,2022-10-11,dpe appartement individuel,F,appartement,avant 1948,H1c,71176,,,1,1,Gaz naturel,Gaz naturel,Ventilation par ouverture des fenêtres,328.1,72,1121.5,161.3,1363.4,50.7,
2226E2431486T,2022-10-05,dpe appartement généré à partir des données DPE immeuble,E,appartement,avant 1948,H2d,26108,,3,1,6,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,266,10.5,764,201.9,1029.4,42.5,435.8
2214E1827785A,2022-08-10,dpe appartement individuel,E,appartement,1948-1974,H1a,14118,,,1,1,Gaz naturel,Gaz naturel,Ventilation par ouverture des fenêtres,258.4,55,216.4,233,495,29.6,2369
2268E2095460H,2022-09-14,dpe maison individuelle,G,maison,1948-1974,H1b,68216,,,2,,Fioul domestique,Fioul domestique,Ventilation par ouverture des fenêtres,486.5,154.4,3376,297,3816,84.5,
2230E2140750T,2022-09-19,dpe maison individuelle,A,maison,2013-2021,H3,30186,,,2,,Électricité,Électricité,VMC SF Hygro A après 2012,27.6,1,210,116,451,147.3,
2229E2273490C,2022-10-03,dpe appartement individuel,C,appartement,avant 1948,H2a,29019,,,1,1,Électricité,Électricité,Ventilation par ouverture des fenêtres,132,4,273.6,312.9,602.9,45.6,45.6
2213E1551744A,2022-07-07,dpe maison individuelle,B,maison,1948-1974,H3,13117,,,2,,Électricité,Électricité,Ventilation par ouverture des fenêtres,100.2,4,841,73,1009,110.3,
2276E2900254F,2022-12-02,dpe immeuble collectif,D,immeuble,1948-1974,H1a,76540,,9,,72,Réseau de Chauffage urbain,Gaz naturel,Ventilation hybride de 2001 à 2012,201.6,49,58194.9,14648,77059.3,,4500
2295E1577169B,2022-07-11,dpe appartement individuel,C,appartement,2006-2012,H1a,95060,,,1,1,Électricité,Électricité,VMC SF Auto réglable de 2001 à 2012,126,4,152.3,330.7,610.1,48.5,
2236E2824589M,2022-11-25,dpe maison individuelle,D,maison,avant 1948,H2b,36046,,,2,,Électricité,Électricité,VMC SF Hygro B après 2012,213.1,8,1018,331,1449,80,
2206E2145258F,2022-09-20,dpe appartement individuel,F,appartement,1948-1974,H3,06069,,,1,1,Gaz naturel,Gaz naturel,Ventilation par entrées d'air hautes et basses,342.1,75,1322.8,150.2,1551.2,57.1,
2206E2744299G,2022-11-18,dpe appartement individuel,E,appartement,1978-1982,H3,06155,,,1,86,Gaz naturel,Gaz naturel,VMC SF Auto réglable de 1982 à 2000,261.4,54.7,303,182,604,32.9,3500
2284E2209772N,2022-09-26,dpe appartement individuel,E,appartement,avant 1948,H2d,84007,,,1,1,Gaz naturel,Gaz naturel,VMC SF Hygro A avant 2001,252.4,53,984.5,138.9,1306.1,58.9,
2236E2433844V,2022-10-18,dpe appartement individuel,E,appartement,avant 1948,H2b,36044,,,1,1,Électricité,Électricité,Ventilation naturelle par conduit,319.2,12,851.4,300.1,1164.8,40.5,
2240E2599404R,2022-11-03,dpe appartement individuel,C,appartement,1948-1974,H2c,40192,,,1,1,Électricité,Électricité,Ventilation par ouverture des fenêtres,242.8,9,263.4,195.4,465.9,17.6,
2243E2117843F,2022-09-15,dpe maison individuelle,G,maison,1948-1974,H1c,43084,,,1,,Fioul domestique,Fioul domestique,Ventilation naturelle par conduit avec entrées d'air hygro,447.7,132.3,2909,506,3536,84.3,
2250E3013160T,2022-12-12,dpe appartement individuel,F,appartement,1948-1974,H2a,50582,,,1,1,Fioul domestique,Électricité,VMC SF Auto réglable de 1982 à 2000,322,82,1288.8,338,1780.1,57.2,400
2282E3043899G,2022-12-14,dpe maison individuelle,E,maison,avant 1948,H2c,82121,,,2,,Gaz naturel,Gaz naturel,Ventilation par ouverture des fenêtres,245.8,54.1,1890,175,2225,118.5,
2268E2429100P,2022-10-18,dpe appartement individuel,D,appartement,1948-1974,H1b,68154,,,1,1,Bois – Granulés (pellets) ou briquettes,Gaz naturel,VMC SF Hygro B avant  2001,234.1,31,636.4,164.1,914.8,61,10443
2278E2239524P,2022-09-28,dpe appartement individuel,D,appartement,1948-1974,H1a,78172,,1,1,1,GPL,Électricité,Ventilation par entrées d'air hautes et basses,198.7,36,1023,392,1475,56.6,56.6
2235E2426509R,2022-10-18,dpe appartement individuel,C,appartement,1948-1974,H2a,35238,,,1,1,Gaz naturel,Gaz naturel,Ventilation naturelle par conduit,120.2,25,555.9,184.9,850.3,71,
2268E2488527G,2022-10-24,dpe appartement individuel,C,appartement,avant 1948,H1b,68287,,,1,1,Gaz naturel,Gaz naturel,VMC SF Hygro A de 2001 à 2012,120.6,22,347.8,151.9,677.6,73,440
2275E1716159B,2022-07-27,dpe appartement individuel,E,appartement,avant 1948,H1a,75117,,,1,1,Gaz naturel,Gaz naturel,Ventilation par ouverture des fenêtres,234.9,51,714.1,158.9,952.1,44.1,
2208E1894695G,2022-08-23,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H1b,08409,,5,1,40,Gaz naturel,Gaz naturel,Ventilation naturelle par conduit avec entrées d'air hygro,170.7,36,952.7,226.9,1306.4,67,1905
2243E2294836Q,2022-10-04,dpe immeuble collectif,D,immeuble,1989-2000,H1c,43205,,2,,8,Gaz naturel,Gaz naturel,VMC SF Auto réglable de 1982 à 2000,220,45,6424.1,1585.6,9378.2,,479.3
2226E3169734X,2022-12-28,dpe appartement individuel,E,appartement,1948-1974,H2d,85259,,10,10,39,Gaz naturel,Gaz naturel,Ventilation naturelle par conduit,240.6,53.1,720,559,1361,71,3009
2213E2012138M,2022-09-06,dpe appartement généré à partir des données DPE immeuble,C,appartement,2006-2012,H3,13080,T3,2,1,7,Électricité,Électricité,VMC SF Hygro A de 2001 à 2012,151.7,5.8,564,284.2,938.7,67.2,499.8
2263E2695386E,2022-11-15,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1c,63113,,5,1,70,Gaz naturel,Gaz naturel,VMC SF Hygro B après 2012,89.5,17,230.4,113.8,452.3,73,4327
2293E1998116G,2022-09-05,dpe maison individuelle,D,maison,1978-1982,H1a,93010,,,1,,Gaz naturel,Gaz naturel,Ventilation par entrées d'air hautes et basses,146.3,31,1172.7,143,1473.4,120.6,
2251E1973611D,2022-08-31,dpe maison individuelle,D,maison,avant 1948,H1b,51454,,,2,,Électricité,Électricité,Ventilation par ouverture des fenêtres,181,6.8,1543,343,1926,130,
2272E3098364R,2022-12-20,dpe maison individuelle,F,maison,1948-1974,H2b,72035,,,1,,Fioul domestique,Électricité,Ventilation naturelle par conduit,339.4,91,1520.6,342.1,1946.1,60,
2244E2098128Z,2022-09-14,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H2b,44184,,4,1,16,Gaz naturel,Gaz naturel,Ventilation naturelle par conduit avec entrées d'air hygro,187.6,40.9,968.8,138.8,1203.5,74.9,1190.4
2249E1565180E,2022-07-08,dpe appartement individuel,F,appartement,avant 1948,H2b,49328,,,1,1,Électricité,Électricité,Ventilation par entrées d'air hautes et basses,393.3,15,643.8,224,876.1,24,
2236E3217031K,2022-12-06,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H2b,36044,T3,8,1,30,Gaz naturel,Gaz naturel,VMC SF Hygro A de 2001 à 2012,178,37.1,284.7,0,445.8,63,2130
2275E2269478O,2022-10-02,dpe appartement individuel,E,appartement,1948-1974,H1a,75120,,,1,1,Gaz naturel,Gaz naturel,VMC SF Auto réglable avant 1982,318.7,67,735.8,413.9,1362.8,61.7,850
2206E2640482H,2022-11-08,dpe appartement individuel,C,appartement,1989-2000,H3,06157,,,1,1,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,112,4,546.1,408.8,1116.7,110.2,
2292E1884010N,2022-08-22,dpe appartement individuel,D,appartement,avant 1948,H1a,92048,,7,7,,Gaz naturel,Gaz naturel,VMC SF Hygro A de 2001 à 2012,229.8,47.9,720,175,1060,49,
2269E2279042E,2022-10-03,dpe appartement individuel,E,appartement,1948-1974,H1c,69288,,,3,,Électricité,Électricité,Ventilation naturelle par conduit,315.3,12.4,804,322,1139,40,
2268E3022822B,2022-12-09,dpe appartement individuel,E,appartement,avant 1948,H1b,68223,,,1,,Électricité,Électricité,Ventilation par ouverture des fenêtres,272.3,10.8,1086,348,1452,60.2,
2261E1962127V,2022-08-31,dpe maison individuelle,E,maison,1948-1974,H1a,61096,,,2,,Bois – Bûches,Électricité,Ventilation par ouverture des fenêtres,279.7,8.5,691,391,1151,92.2,
2271E2819542S,2022-11-25,dpe appartement généré à partir des données DPE immeuble,C,appartement,1978-1982,H1c,71040,,5,1,45,Gaz naturel,Gaz naturel,VMC SF Hygro A avant 2001,132,26,267.4,155,527.6,59,3058
2231E1682796E,2022-07-22,dpe maison individuelle,D,maison,1948-1974,H2c,31588,,,1,,Gaz naturel,Électricité,Ventilation par ouverture des fenêtres,212.4,44,2513,189.8,2890.6,179,
2253E1625763L,2022-07-18,dpe maison individuelle,F,maison,1983-1988,H2b,53113,,,1,,Bois – Bûches,Électricité,Ventilation naturelle par conduit,357.3,10,899.8,377.3,1349.1,90,
2256E1778896H,2022-08-03,dpe appartement individuel,C,appartement,2006-2012,H2a,56184,,,1,1,Électricité,Électricité,VMC SF Hygro B de 2001 à 2012,172.5,6,623.4,348.1,1051.2,67,
2269E1964135J,2022-08-31,dpe appartement individuel,C,appartement,1983-1988,H1c,69044,,,2,1,Gaz naturel,Gaz naturel,VMC SF Auto réglable de 1982 à 2000,170.4,26,3022.3,335.2,3880.7,311,
2213E2955907H,2022-12-07,dpe appartement individuel,C,appartement,avant 1948,H3,13100,,,1,1,Électricité,Électricité,VMC SF Auto réglable de 2001 à 2012,154.8,5,400.3,255.7,737.8,49.8,
2208E2366714V,2022-10-12,dpe appartement généré à partir des données DPE immeuble,C,appartement,1983-1988,H1b,08105,,4,1,8,Gaz naturel,Gaz naturel,VMC SF Gaz après 2012,89.5,18,381.9,183.2,684.9,66,573
2214E2277837S,2022-10-03,dpe maison individuelle,E,maison,1948-1974,H1a,14118,,,1,,Gaz naturel,Gaz naturel,VMC SF Auto réglable après 2012,240.9,51,913.5,239,1333.2,63.5,
2204E1573524J,2022-07-01,dpe maison individuelle,D,maison,2001-2005,H2d,04006,,,2,,Électricité,Électricité,Ventilation par ouverture des fenêtres,191.9,7.2,1429,472,1945,132.3,
2237E1701417P,2022-07-26,dpe maison individuelle,C,maison,2006-2012,H2b,37019,,,1,,Électricité,Électricité,VMC SF Hygro B de 2001 à 2012,170.2,6,926.2,338.5,1368.2,90.4,
2222E2630466R,2022-11-07,dpe maison individuelle,D,maison,2001-2005,H2a,22071,,,2,,Électricité,Électricité,VMC SF Auto réglable de 2001 à 2012,209.4,8,1288.7,380,1794,98,
2294E1986851A,2022-08-24,dpe appartement individuel,F,appartement,avant 1948,H1a,94043,,,1,,Électricité,Électricité,Ventilation par entrées d'air hautes et basses,402.9,15.9,669,233,910,24.5,
2222E2183212P,2022-09-22,dpe maison individuelle,E,maison,1948-1974,H2a,22183,,,3,,Gaz naturel,Gaz naturel,Ventilation par entrées d'air hautes et basses,259.6,57,2776.3,169.3,3178.9,166,
2274E2138218B,2022-09-19,dpe maison individuelle,B,maison,1948-1974,H1c,74236,,,3,,Bois – Bûches,Électricité,Ventilation par ouverture des fenêtres,79.4,2.7,451,494,1035,169,
2206E2341442T,2022-10-10,dpe appartement généré à partir des données DPE immeuble,C,appartement,1983-1988,H3,47323,T1,4,1,73,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,124.7,4.4,63.4,251.7,370.9,23.5,2339.7
2269E2137883Z,2022-09-19,dpe appartement généré à partir des données DPE immeuble,C,appartement,2006-2012,H1c,69388,,7,1,46,Gaz naturel,Gaz naturel,VMC SF Gaz de 2001 à 2012,91,17,730.3,269.5,1362.3,124.8,4397.3
2221E3183614O,2022-12-29,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H1c,21231,,4,1,16,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC SF Auto réglable avant 1982,209.7,25,784,416.9,1456.8,81,1285
2239E1510636Y,2022-07-02,dpe appartement généré à partir des données DPE immeuble,E,appartement,1948-1974,H1c,39478,,11,1,41,Gaz naturel,Électricité,VMC SF Hygro A avant 2001,284.8,53,1438.1,452.9,2137.8,81,2958
2269E2318790Y,2022-10-06,dpe appartement individuel,C,appartement,1948-1974,H1c,69386,,,9,1,Gaz naturel,Électricité,Ventilation naturelle par conduit,174.7,28,572.3,411.4,1041.5,77.1,5925
2285E1710489J,2022-07-26,dpe maison individuelle,E,maison,avant 1948,H2b,85096,,,1,,Électricité,Électricité,VMC SF Auto réglable de 2001 à 2012,313,11,2265.5,328.2,2723.5,116,
2242E1971968P,2022-09-01,dpe appartement généré à partir des données DPE immeuble,D,appartement,1983-1988,H1c,42246,,3,1,16,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,183.6,7,1452.7,413.7,2046.6,73,1211
2224E2984278X,2022-12-08,dpe appartement individuel,C,appartement,1989-2000,H2c,24557,,,1,,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,133,5,526,378,1031,85,
2287E2752242W,2022-11-18,dpe maison individuelle,E,maison,1983-1988,H1c,87011,,,1,,Gaz naturel,Gaz naturel,Ventilation mécanique sur conduit existant avant 2013,280.6,58.4,1148,158,1576,65,
