numero_dpe,date_etablissement_dpe,methode_application_dpe,etiquette_dpe,type_batiment,periode_construction,zone_climatique,code_insee_ban,typologie_logement,nombre_niveau_immeuble,nombre_niveau_logement,nombre_appartement,type_energie_principale_chauffage,type_energie_principale_ecs,type_ventilation,conso_5_usages_par_m2_ep,emission_ges_5_usages_par_m2,cout_chauffage,cout_ecs,cout_total_5_usages,surface_habitable_logement,surface_habitable_immeuble
2177E1040454L,2021-07-01,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1a,77464,T1,6,1,38,Gaz naturel,Gaz naturel,VMC SF Hygro B avant  2001,88.4,16.8,97.4,235,462.3,50,2391.6
2150E0892923D,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50393,,2,2,1,Électricité,Non affecté,,132.6,5,558,114,827,66.7,66.7
2177E1040420D,2021-07-01,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1a,77464,T1,6,1,38,Gaz naturel,Gaz naturel,VMC SF Hygro B avant  2001,88.4,16.8,101.8,245.5,482.9,52.2,2391.6
2150E0892704S,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,50601,,1,1,1,Électricité,Non affecté,,201,7,716,93,959,52,52
2164E0018404I,2021-07-01,dpe appartement individuel,D,appartement,avant 1948,H2c,64499,,,1,,Électricité,Non affecté,,215.8,8.4,1347,483,1969,82.4,
2131E0000835I,2021-07-01,dpe appartement individuel,D,appartement,1989-2000,H2c,31022,,,1,1,Électricité,Non affecté,,206.3,6.4,419.3,383.7,875.6,,
2117E0081360X,2021-07-01,dpe maison individuelle,F,maison,avant 1948,H2b,17058,,,1,,Électricité,Non affecté,,330.8,13.3,2789,478,3431,88.8,
2124E0041444Y,2021-07-01,dpe maison individuelle,G,maison,1948-1974,,24322,,1,1,1,Gaz naturel,Non affecté,,678.9,150.9,1225,287,1585,22.8,22.8
2149E0013557I,2021-07-01,dpe maison individuelle,E,maison,1948-1974,H2b,49007,,,2,,Gaz naturel,Non affecté,,288.2,61.7,970,151,1244,37.6,
2186E0000814Q,2021-07-01,dpe maison individuelle,D,maison,1989-2000,H2b,86163,,,1,,Électricité,Non affecté,,226.9,7.5,1416.6,262,1802.7,,
2149E0011201S,2021-07-01,dpe maison individuelle,D,maison,2006-2012,H2b,49223,,,2,,Électricité,Non affecté,,216.4,8.4,1280,518,1923,80,
2150E0774543B,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50532,,1,1,1,Électricité,Non affecté,,113.7,3,244,98,477,47,47
2150E0774279X,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50188,,1,1,1,Électricité,Non affecté,,136.4,5,732,121,1015,81.4,81.4
2186E0024644E,2021-07-01,dpe appartement individuel,C,appartement,2006-2012,H2b,85194,,,1,,Électricité,Non affecté,,207.6,21.8,158,236,676,22,
2127E0108413U,2021-07-01,dpe maison individuelle,D,maison,1948-1974,H1a,27587,,,2,,Fioul domestique,Non affecté,,202.8,48.3,726,302,1125,69.5,
2106E0023212A,2021-07-01,dpe maison individuelle,F,maison,1948-1974,H3,06027,,,1,,Électricité,Non affecté,,464.6,18.4,800,281,1089,19,
2132E0000742U,2021-07-01,dpe maison individuelle,G,maison,1948-1974,H2c,32242,,,1,,Électricité,Non affecté,,430.3,134.2,2675.1,154.8,3039.7,,
2150E0892552W,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50463,,1,1,1,Électricité,Non affecté,,132.1,5,542,113,812,65.2,65.2
2159E0000315K,2021-07-01,dpe maison individuelle,C,maison,2001-2005,H1a,59268,,,1,,Électricité,Non affecté,,149.4,20.5,988.6,558.6,1765.4,,
2140E0000457D,2021-07-01,dpe maison individuelle,C,maison,2006-2012,H2c,40284,,,1,,Électricité,Non affecté,,133.4,4.2,786,436.9,1430.5,,
2165E0000057S,2021-07-01,dpe maison individuelle,E,maison,1975-1977,H2c,65047,,,1,,Électricité,Non affecté,,320.6,10.3,1615.7,387.6,2036.8,,
2175E0000452H,2021-07-01,dpe appartement individuel,F,appartement,avant 1948,H1a,75115,,,1,1,Électricité,Non affecté,,323.5,70.3,1064.2,180.9,1340.6,,
2185E0000436B,2021-07-01,dpe maison individuelle,F,maison,avant 1948,H2b,85194,,,1,,Électricité,Non affecté,,375.5,12.4,2051,340,2529.8,,
2150E0774426O,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50363,,1,1,1,Électricité,Non affecté,,130.6,5,551,115,823,67.1,67.1
2150E0892858Q,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50363,,1,1,1,Électricité,Non affecté,,132,5,699,121,981,81.1,81.1
2150E0745417V,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50525,,1,1,1,Électricité,Non affecté,,128.1,5,587,118,838,70,70
2114E0094303P,2021-07-01,dpe maison individuelle,C,maison,2006-2012,H1a,14663,T1,1,2,1,Électricité,Électricité,VMC SF Auto réglable de 2001 à 2012,164.6,6,1112,519,1791,113.7,113.7
2177E1040450H,2021-07-01,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1a,77464,T1,6,1,38,Gaz naturel,Gaz naturel,VMC SF Hygro B avant  2001,88.4,16.8,97.4,235,462.3,50,2391.6
2147E0023876D,2021-07-01,dpe maison individuelle,C,maison,1948-1974,H2c,47157,,,1,,Bois – Granulés (pellets) ou briquettes,Non affecté,,172,6,644,473,1181,65,
2144E0015311P,2021-07-01,dpe appartement individuel,B,appartement,2001-2005,H2b,44184,,,5,,Électricité,Non affecté,,106.1,3.8,247,495,847,64,
2150E0742771B,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50197,,1,1,1,Électricité,Non affecté,,130.8,5,528,109,770,62,62
2150E0744525N,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50359,,1,1,1,Électricité,Non affecté,,143,5,434,93,660,47,47
2177E1040456N,2021-07-01,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1a,77464,T1,6,1,38,Gaz naturel,Gaz naturel,VMC SF Hygro B avant  2001,88.4,16.8,87.4,210.8,414.6,44.8,2391.6
2140E0000355F,2021-07-01,dpe maison individuelle,B,maison,2006-2012,H2c,40217,,,1,,Électricité,Non affecté,,92.5,2.9,585.5,135.4,873.1,,
2161E0031331K,2021-07-01,dpe appartement individuel,D,appartement,1948-1974,H1a,61483,,,2,,Électricité,Non affecté,,268.5,9.9,303,433,791,23,
2176E1027137F,2021-07-01,dpe maison individuelle,F,maison,avant 1948,H1a,76302,,,2,,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,344,11,1498,388,2006,81,
2154E0136204S,2021-07-01,dpe maison individuelle,E,maison,1948-1974,H1b,54533,,,2,,Gaz naturel,Non affecté,,310.2,62.1,3127,269,3513,117.8,
2145E0001474L,2021-07-01,dpe appartement individuel,D,appartement,1989-2000,H1b,45234,,,1,1,Électricité,Non affecté,,193.8,5.9,372,439.3,853.9,,
2177E1040446D,2021-07-01,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1a,77464,T1,6,1,38,Gaz naturel,Gaz naturel,VMC SF Hygro B avant  2001,88.4,16.8,97,234,460.3,49.8,2391.6
2149E0000267E,2021-07-01,dpe maison individuelle,F,maison,avant 1948,H2b,49331,,,1,,Électricité,Non affecté,,365.4,11.9,1688.5,241.7,1957.7,,
2114E0047971P,2021-07-01,dpe maison individuelle,C,maison,2006-2012,H1a,14663,T1,1,2,1,Bois – Bûches,Électricité,VMC SF Auto réglable de 2001 à 2012,121.3,4,537,584,1303,113.7,113.7
2150E0792900C,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50592,,2,2,1,Électricité,Non affecté,,144.6,5,0,298,470,44,44
2153E0000861E,2021-07-01,dpe maison individuelle,D,maison,avant 1948,H2b,53146,,,1,,Électricité,Non affecté,,211.3,6.9,1176.8,262,1591,,
2175E0000074T,2021-07-01,dpe appartement individuel,G,appartement,avant 1948,H1a,75110,,,1,1,Électricité,Non affecté,,442.3,14.5,1140.1,357.4,1512.3,,
2150E0745087D,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50393,,2,2,1,Électricité,Non affecté,,128.5,5,559,114,807,66.7,66.7
2194E1046988K,2021-07-01,dpe appartement individuel,F,appartement,avant 1948,H1a,94016,,,3,,Gaz naturel,Électricité,VMC SF Auto réglable après 2012,393.8,74.4,1358,366,1820,54.6,
2127E0045021Q,2021-07-01,dpe maison individuelle,E,maison,avant 1948,H1a,27205,,,2,,Électricité,Électricité,Ventilation par ouverture des fenêtres,301.1,9.7,2060,476,2580,108.5,
2124E0024148S,2021-07-01,dpe maison individuelle,E,maison,1978-1982,,24259,,1,1,1,Électricité,Non affecté,,268.5,10,1243,350,1748,66,66
2161E0031291W,2021-07-01,dpe appartement individuel,D,appartement,1948-1974,H1a,61483,,,2,,Électricité,Non affecté,,243.4,8.8,187,445,684,21,
2150E0745724Q,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,50601,,1,1,1,Électricité,Non affecté,,195.5,7,715,94,937,52,52
2150E0893156C,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50532,,1,1,1,Électricité,Non affecté,,131,5,495,108,760,61,61
2159E0000203C,2021-07-01,dpe maison individuelle,D,maison,avant 1948,H1a,59361,,,1,,Électricité,Non affecté,,205.1,44.3,2108.2,195.3,2532.5,,
2150E0743658E,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50591,,1,1,1,Électricité,Non affecté,,129.4,5,378,95,608,47,47
2195E0000402D,2021-07-01,dpe appartement individuel,D,appartement,1983-1988,H1a,95127,,,1,1,Électricité,Non affecté,,186.5,5.7,352.6,471.5,921.2,,
2117E0018760F,2021-07-01,dpe maison individuelle,G,maison,1989-2000,H2b,17337,,,1,,Électricité,Non affecté,,460.6,18.5,1285,297,1595,28.3,
2184E0000407X,2021-07-01,dpe maison individuelle,D,maison,2006-2012,H2d,84072,,,1,,Électricité,Non affecté,,229.5,7.2,627.9,378.9,1160.3,,
2180E0543506E,2021-07-01,dpe maison individuelle,C,maison,1989-2000,H1a,80333,,,2,,Électricité,Non affecté,,165.2,11.3,1548,297,2008,105.2,
2157E0741856D,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,5,5,50,Gaz naturel,Non affecté,,318.1,70.9,1094.7,222.3,1381.7,63,3060
2150E0892420U,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50197,,1,1,1,Électricité,Non affecté,,144.9,5,578,108,840,62,62
2169E0001537U,2021-07-01,dpe appartement individuel,D,appartement,1989-2000,H1c,69383,,,1,1,Électricité,Non affecté,,192.3,6.1,941.5,468.7,1570,,
2103E0004755A,2021-07-01,dpe maison individuelle,A,maison,2013-2021,H1c,03233,,,2,,Bois – Granulés (pellets) ou briquettes,Non affecté,,38.3,1.2,193,182,518,150,
2177E1040436T,2021-07-01,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1a,77464,T1,6,1,38,Gaz naturel,Gaz naturel,VMC SF Hygro B avant  2001,88.4,16.8,135.1,326.1,641.4,69.4,2391.6
2150E0891765P,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50365,,1,1,1,Électricité,Non affecté,,119.3,3,481,100,744,79.1,79.1
2159E0000247U,2021-07-01,dpe maison individuelle,E,maison,1975-1977,H1a,59014,,,1,,Électricité,Non affecté,,281.8,47,2255.3,191.4,2533.3,,
2150E0774670Y,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,50601,,1,1,1,Électricité,Non affecté,,199.7,6,742,111,1009,67,67
2131E0001254L,2021-07-01,dpe appartement individuel,E,appartement,1983-1988,H2c,31555,,,1,1,Électricité,Non affecté,,296.7,9,242,349.6,633.8,,
2137E0001797O,2021-07-01,dpe appartement individuel,E,appartement,1989-2000,H2b,37261,,,1,1,Électricité,Non affecté,,322.8,10.2,497.7,355.2,908.4,,
2150E0893096U,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50639,,1,1,1,Électricité,Non affecté,,128,5,563,114,801,66.4,66.4
2106E0012468U,2021-07-01,dpe appartement individuel,C,appartement,2001-2005,H3,06083,,,6,,Électricité,Non affecté,,161.2,6,270,340,664,31.4,
2134E0038797N,2021-07-01,dpe maison individuelle,C,maison,2001-2005,H3,34172,,,1,,Électricité,Électricité,VMC SF Auto réglable de 2001 à 2012,55.8,1.6,88,141,393,50.4,
2150E0743521X,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50237,,1,1,1,Électricité,Non affecté,,143.6,5,641,113,887,66.6,66.6
2167E0009472X,2021-07-01,dpe maison individuelle,F,maison,avant 1948,,67482,,1,1,1,Électricité,Non affecté,,383.7,12.2,520,293,863,21.7,21.7
2138E0000195Z,2021-07-01,dpe maison individuelle,G,maison,avant 1948,H1c,38544,,,1,,Électricité,Non affecté,,1077.7,32.2,1576.8,453.4,2058.5,,
2191E0001876R,2021-07-01,dpe maison individuelle,D,maison,1975-1977,H1a,91228,,,1,,Électricité,Non affecté,,167.1,35.9,1355.7,204.8,1717.4,,
2133E0001901K,2021-07-01,dpe appartement individuel,E,appartement,1978-1982,H2c,33167,,,1,1,Électricité,Non affecté,,257.3,8.4,1381.4,367.7,1828.5,,
2167E0020178R,2021-07-01,dpe maison individuelle,E,maison,1975-1977,,67482,,1,1,1,Électricité,Non affecté,,296.6,9.3,342,309,704,21.7,21.7
2169E1039231C,2021-07-01,dpe maison individuelle,F,maison,avant 1948,H1c,69007,,,2,,Gaz naturel,Électricité,Ventilation par ouverture des fenêtres,332,36.5,4936,453,5516,230,
2138E1043461P,2021-07-01,dpe appartement individuel,E,appartement,avant 1948,H1c,38006,,,3,,Électricité,Électricité,Ventilation naturelle par conduit,312.5,11.7,928,271,1215,49.9,
2133E0000546H,2021-07-01,dpe appartement individuel,D,appartement,avant 1948,H2c,33138,,,1,1,Électricité,Non affecté,,198.7,6.5,942.7,270.6,1241.7,,
2150E0774294M,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50197,,1,1,1,Électricité,Non affecté,,144.9,5,578,108,840,62,62
2124E0000505J,2021-07-01,dpe maison individuelle,F,maison,1983-1988,H2c,24028,,,1,,Électricité,Non affecté,,362.6,11.7,1780,405.8,2330.4,,
2192E1037883D,2021-07-01,dpe appartement individuel,D,appartement,1989-2000,H1a,92035,,1,1,1,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,268.7,10,275,250,571,20.1,20.1
2122E0180443Z,2021-07-01,dpe maison individuelle,G,maison,1948-1974,H2a,22278,,,1,,Électricité,Électricité,VMC SF Auto réglable avant 1982,112.6,3.2,47,30,346,20.4,
2150E0774565X,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50532,,1,1,1,Électricité,Non affecté,,128.8,4,260,95,522,47,47
2152E0029836O,2021-07-01,dpe maison individuelle,G,maison,1948-1974,H1b,52332,,,2,,Électricité,Électricité,Ventilation par ouverture des fenêtres,451.6,129.7,2644,344,3078,73.2,
2131E0049797M,2021-07-01,dpe appartement individuel,D,appartement,1948-1974,H2c,31555,,,3,,Électricité,Non affecté,,221.9,8.6,659,355,1031,37.1,
2144E0766195T,2021-07-01,dpe appartement individuel,E,appartement,avant 1948,,44109,,1,1,1,Gaz naturel,Non affecté,,251.8,55,873,155,1105,50.5,50.5
2157E0741748Z,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,5,5,50,Gaz naturel,Non affecté,,318.1,70.9,1094.7,222.3,1381.7,63,3060
2151E0740777K,2021-07-01,dpe appartement individuel,E,appartement,avant 1948,H1b,51454,,,3,,Électricité,Non affecté,,261.6,10.2,596,247,883,36.4,
2159E0000589Y,2021-07-01,dpe appartement individuel,D,appartement,2001-2005,H1a,59606,,,1,1,Électricité,Non affecté,,221.7,7,811.3,453.2,1377.9,,
2177E1040422F,2021-07-01,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1a,77464,T1,6,1,38,Gaz naturel,Gaz naturel,VMC SF Hygro B avant  2001,88.4,16.8,134.7,325,639.3,69.2,2391.6
2133E0024024H,2021-07-01,dpe maison individuelle,C,maison,avant 1948,,33378,,2,2,2,Électricité,Non affecté,,149.3,5.6,1705,459,2227,160,160
2176E0093790G,2021-07-01,dpe maison individuelle,D,maison,1948-1974,H1a,76351,,,2,,Gaz naturel,Non affecté,,189,41.3,1283,198,1614,81.5,
2131E0001601U,2021-07-01,dpe maison individuelle,C,maison,1983-1988,H2c,31187,,,1,,Électricité,Non affecté,,132.1,22.9,2019.2,220.7,2544.4,,
2133E0002003I,2021-07-01,dpe maison individuelle,C,maison,2013-2021,H2c,33324,,,1,,Électricité,Non affecté,,145.4,4.2,467.8,622.9,1177.1,,
2142E0051921P,2021-07-01,dpe maison individuelle,D,maison,1948-1974,H1c,42279,,,1,,Électricité,Gaz naturel,VMC SF Hygro A avant 2001,114.7,19,366,319,849,57.1,
2157E0741379U,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,4,4,16,Gaz naturel,Non affecté,,374.6,83.9,1282.3,236.8,1576.2,61,904
2145E1046815W,2021-07-01,dpe appartement individuel,A,appartement,1989-2000,H1a,45338,,1,1,1,Électricité,Électricité,VMC DF collective avec échangeur à partir de 2013,68.7,2.6,247.2,118.9,456.7,60.5,334.1
2106E0369314Q,2021-07-01,dpe appartement individuel,C,appartement,1948-1974,H3,06088,T1,1,1,1,Gaz naturel,Électricité,VMC SF Hygro A avant 2001,147.6,19,699,568,1443,64,64
2112E0021021Z,2021-07-01,dpe maison individuelle,F,maison,avant 1948,H2c,12057,,,3,,Fioul domestique,Non affecté,,259.3,78.3,4123,255,4862,200,
2150E0774290I,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,50197,,1,1,1,Électricité,Non affecté,,189.3,6,638,107,898,62,62
2184E0000975T,2021-07-01,dpe maison individuelle,C,maison,2006-2012,H2d,84132,,,1,,Électricité,Non affecté,,174.9,5.4,734.4,451.4,1320.8,,
2150E0891759J,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50365,,1,1,1,Électricité,Non affecté,,139.2,5,613,90,858,66.2,66.2
2150E0774379T,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50359,,1,1,1,Électricité,Non affecté,,128.2,4,508,112,777,64,64
2190E0022002S,2021-07-01,dpe appartement individuel,B,appartement,1989-2000,H1b,90010,,,1,,Électricité,Non affecté,,100.5,3.7,263,436,736,60,
2150E0743806W,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50363,,1,1,1,Électricité,Non affecté,,126.6,4,552,115,801,67.1,67.1
2130E0000280Y,2021-07-01,dpe appartement individuel,F,appartement,avant 1948,H3,30098,,,1,1,Électricité,Non affecté,,361,11.8,1032,322.4,1370.9,,
2151E0741649Y,2021-07-01,dpe appartement individuel,C,appartement,avant 1948,H1b,51454,,,1,,Électricité,Non affecté,,180.6,6.8,260,222,515,27.3,
2106E0002676E,2021-07-01,dpe maison individuelle,D,maison,1948-1974,H3,06069,,,2,,Électricité,Non affecté,,199,7.9,1207,349,1585,68.2,
2138E0000078M,2021-07-01,dpe maison individuelle,G,maison,avant 1948,H1c,38544,,,1,,Électricité,Non affecté,,1077.7,32.2,1576.8,453.4,2058.5,,
2150E0739991D,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,C,appartement,1948-1974,,50592,,1,1,8,Électricité,Non affecté,,131.3,4.7,149.8,383.6,606.4,44,351.9
2150E0774241L,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50365,,1,1,1,Électricité,Non affecté,,139.2,5,613,90,858,66.2,66.2
2140E0014183B,2021-07-01,dpe appartement individuel,C,appartement,avant 1948,H2c,40197,,,2,,Électricité,Non affecté,,148.3,5.5,581,505,1221,65.1,
2150E0891746W,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50365,,1,1,1,Électricité,Non affecté,,110.4,4,448,93,703,65.8,65.8
2180E0056917F,2021-07-01,dpe maison individuelle,C,maison,2006-2012,H1a,80632,,,2,,Électricité,Gaz naturel,VMC SF Hygro A de 2001 à 2012,111.4,17.7,917,271,1536,133.2,
2192E0001076Y,2021-07-01,dpe appartement individuel,E,appartement,1989-2000,H1a,92035,,,1,1,Électricité,Non affecté,,279.6,8.9,858.8,424.3,1380,,
2194E0027197R,2021-07-01,dpe appartement individuel,G,appartement,avant 1948,H1a,94016,,,3,,Gaz naturel,Non affecté,,435.9,85.1,1884,438,2400,54.6,
2118E0553547Z,2021-07-01,dpe appartement individuel,C,appartement,1989-2000,H2b,18033,T1,1,1,1,Gaz naturel,Gaz naturel,VMC SF Hygro B avant  2001,106.2,21,774,225,1237,88.3,88.3
2150E0745564M,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50532,,1,1,1,Électricité,Non affecté,,114,4,319,93,550,47,47
2150E0745566O,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50532,,1,1,1,Électricité,Non affecté,,127.7,5,502,109,745,61,61
2164E0669448M,2021-07-01,dpe appartement individuel,E,appartement,avant 1948,H2c,64230,,,1,,Électricité,Non affecté,,324.6,12.5,436,242,711,22.7,
2144E0000732W,2021-07-01,dpe maison individuelle,B,maison,2013-2021,H2b,44035,,,1,,Électricité,Non affecté,,59.3,10.8,628.1,38.2,872.6,,
2181E0000982X,2021-07-01,dpe maison individuelle,D,maison,1948-1974,H2c,81004,,,1,,Électricité,Non affecté,,200.9,32.4,1749.7,191,2348.8,,
2150E0774326S,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50237,,1,1,1,Électricité,Non affecté,,136.9,5,699,119,978,78,78
2150E0745575X,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50532,,1,1,1,Électricité,Non affecté,,119.8,4,466,105,705,61,61
2131E0000783I,2021-07-01,dpe appartement individuel,D,appartement,1989-2000,H2c,31069,,,1,1,Électricité,Non affecté,,241.4,7.3,229.7,367.3,646.2,,
2177E1040423G,2021-07-01,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1a,77464,T1,6,1,38,Gaz naturel,Gaz naturel,VMC SF Hygro B avant  2001,88.4,16.8,97.4,234.9,462.1,50,2391.6
2147E0024061G,2021-07-01,dpe maison individuelle,C,maison,1948-1974,H2c,47157,,,1,,Bois – Granulés (pellets) ou briquettes,Non affecté,,172,6,644,473,1181,65,
2114E0072505F,2021-07-01,dpe appartement individuel,G,appartement,1948-1974,H1a,14118,,,5,,Fioul domestique,Non affecté,,577.9,155.5,500,321,1208,19.2,
2117E0028990R,2021-07-01,dpe maison individuelle,E,maison,avant 1948,H2b,17093,,,1,,Électricité,Non affecté,,266.1,10.5,1519,364,2031,69,
2117E0099534X,2021-07-01,dpe maison individuelle,E,maison,1975-1977,H2b,17323,,,1,,Propane,Non affecté,,203.2,50.5,1527,263,1984,68.3,
2188E0003739F,2021-07-01,dpe appartement individuel,C,appartement,2006-2012,H1b,88209,,,2,,Électricité,Non affecté,,169.4,6.5,889,511,1516,76,
2157E0741974R,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,5,5,50,Gaz naturel,Non affecté,,318.1,70.9,938.3,190.5,1184.3,54,3060
2134E0000576M,2021-07-01,dpe maison individuelle,D,maison,avant 1948,H3,34225,,,1,,Électricité,Non affecté,,225.1,41.8,1833.9,512.6,2451.2,,
2134E1044055H,2021-07-01,dpe appartement individuel,D,appartement,avant 1948,H3,34172,,,1,,Électricité,Électricité,Ventilation par ouverture des fenêtres,283.4,10.7,261,274,542,18.6,
2157E0741411A,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,4,4,16,Gaz naturel,Non affecté,,374.6,83.9,1093.1,201.8,1343.6,52,904
2150E0739996I,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,C,appartement,1948-1974,,50592,,1,1,8,Électricité,Non affecté,,131.3,4.7,149.8,383.6,606.4,44,351.9
2150E0892718G,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,50601,,1,1,1,Électricité,Non affecté,,212.7,6,801,111,1069,67,67
2144E0056902G,2021-07-01,dpe maison individuelle,D,maison,2001-2005,,44184,,1,1,1,Électricité,Non affecté,,182.1,5.6,358,409,840,42,42
2157E0741491C,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,5,5,50,Gaz naturel,Non affecté,,318.1,70.9,1094.7,222.3,1381.7,63,3060
2150E0774298Q,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50197,,1,1,1,Électricité,Non affecté,,134.3,5,642,118,918,74,74
2134E0046398W,2021-07-01,dpe maison individuelle,B,maison,1989-2000,H3,34161,,,1,,Bois – Bûches,Non affecté,,105.5,3.6,362,491,1082,100,
2150E0745786A,2021-07-01,dpe maison individuelle,D,maison,2001-2005,,50603,,1,1,1,Électricité,Non affecté,,186.5,6,703,112,948,66.9,66.9
2150E0892430E,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50197,,1,1,1,Électricité,Non affecté,,134.3,5,642,118,918,74,74
2101E0048912H,2021-07-01,dpe maison individuelle,G,maison,1948-1974,H1c,01451,,,1,,Électricité,Électricité,Ventilation par ouverture des fenêtres,613.8,18.3,2417,605,3161,133.5,
2150E0774664S,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,50601,,1,1,1,Électricité,Non affecté,,216.8,7,633,79,866,52,52
2129E0292370D,2021-07-01,dpe appartement individuel,C,appartement,1948-1974,H2a,29105,,,1,,Gaz naturel,Non affecté,,181.4,20.1,387,470,1000,37.3,
2131E1024938X,2021-07-01,dpe appartement individuel,G,appartement,1948-1974,H2c,31555,,,1,,Électricité,Électricité,Ventilation par ouverture des fenêtres,542.5,21.7,887,219,1114,22.7,
2131E0018500T,2021-07-01,dpe appartement individuel,D,appartement,1989-2000,H2c,10333,,,1,,Électricité,Non affecté,,224.6,8.5,445,375,885,32.1,
2150E0774531P,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50525,,1,1,1,Électricité,Non affecté,,132.6,5,590,117,863,70,70
2127E0008209U,2021-07-01,dpe maison individuelle,C,maison,2006-2012,H1a,27238,,,1,,Électricité,Non affecté,,125,4.6,1285,573,2039,174.3,
2150E0019881P,2021-07-01,dpe maison individuelle,E,maison,avant 1948,H2a,50088,,,2,,Fioul domestique,Non affecté,,259.4,68.2,1846,507,2538,98.5,
2150E0774347N,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,50591,,1,1,1,Électricité,Non affecté,,180.4,5,434,92,681,47,47
2113E0071311G,2021-07-01,dpe maison individuelle,C,maison,2013-2021,H3,13209,,,1,,Électricité,Gaz naturel,VMC SF Hygro A après 2012,67.5,12.3,227,250,626,62.9,
2150E0893149V,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50532,,1,1,1,Électricité,Non affecté,,115.4,4,299,93,555,47,47
2150E0774474K,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50393,,2,2,1,Électricité,Non affecté,,132.6,5,558,114,827,66.7,66.7
2145E1046816X,2021-07-01,dpe appartement individuel,A,appartement,1989-2000,H1a,45338,,1,1,1,Électricité,Électricité,VMC DF collective avec échangeur à partir de 2013,60.9,2.2,148,124.2,362.4,47.3,334.1
2128E0040926E,2021-07-01,dpe maison individuelle,G,maison,1948-1974,,old 28012,,1,1,1,Fioul domestique,Non affecté,,354,113.3,1874,239,2162,66.2,66.2
2195E0748007E,2021-07-01,dpe appartement individuel,D,appartement,1948-1974,H1a,95607,,,1,1,Électricité,Gaz naturel,Ventilation naturelle par conduit,158.5,31,571,201,1018,82,27333
